PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30581544","Effects of directional hearing aid settings on different laboratory measures of spatial awareness perception","Lundbeck M, Grimm G, Hohmann V, Bramsløw L, Neher T.","Audiol Res. 2018 Nov 21;8(2):215. doi: 10.4081/audiores.2018.215. eCollection 2018 Oct 2.","Lundbeck M","Audiol Res","2018","2018/12/25","PMC6275462","","10.4081/audiores.2018.215"
"34713189","Using Machine Learning and the National Health and Nutrition Examination Survey to Classify Individuals With Hearing Loss","Ellis GM, Souza PE.","Front Digit Health. 2021 Aug 18;3:723533. doi: 10.3389/fdgth.2021.723533. eCollection 2021.","Ellis GM","Front Digit Health","2021","2021/10/29","PMC8521948","","10.3389/fdgth.2021.723533"
"28253684","Predicting consonant recognition and confusions in normal-hearing listeners","Zaar J, Dau T.","J Acoust Soc Am. 2017 Feb;141(2):1051. doi: 10.1121/1.4976054.","Zaar J","J Acoust Soc Am","2017","2017/03/04","","","10.1121/1.4976054"
"26236251","Mental health problems in adolescents with cochlear implants: peer problems persist after controlling for additional handicaps","Huber M, Burger T, Illg A, Kunze S, Giourgas A, Braun L, Kröger S, Nickisch A, Rasp G, Becker A, Keilmann A.","Front Psychol. 2015 Jul 15;6:953. doi: 10.3389/fpsyg.2015.00953. eCollection 2015.","Huber M","Front Psychol","2015","2015/08/04","PMC4502340","","10.3389/fpsyg.2015.00953"
"36751702","AIFM1 variants associated with auditory neuropathy spectrum disorder cause apoptosis due to impaired apoptosis-inducing factor dimerization","Qiu Y, Wang H, Pan H, Guan J, Yan L, Fan M, Zhou H, Zhou X, Wu K, Jia Z, Zhuang Q, Lei Z, Li M, Ding X, Lin A, Fu Y, Zhang D, Wang Q, Yan Q.","J Zhejiang Univ Sci B. 2023 Feb 15;24(2):172-184. doi: 10.1631/jzus.B2200081.","Qiu Y","J Zhejiang Univ Sci B","2023","2023/02/08","PMC10260280","","10.1631/jzus.B2200081"
"36188360","A flexible data-driven audiological patient stratification method for deriving auditory profiles","Saak S, Huelsmeier D, Kollmeier B, Buhl M.","Front Neurol. 2022 Sep 15;13:959582. doi: 10.3389/fneur.2022.959582. eCollection 2022.","Saak S","Front Neurol","2022","2022/10/03","PMC9520582","","10.3389/fneur.2022.959582"
"34181493","Amplitude Growth Functions of Auditory Nerve Responses to Electric Pulse Stimulation With Varied Interphase Gaps in Cochlear Implant Users With Ipsilateral Residual Hearing","Imsiecke M, Büchner A, Lenarz T, Nogueira W.","Trends Hear. 2021 Jan-Dec;25:23312165211014137. doi: 10.1177/23312165211014137.","Imsiecke M","Trends Hear","2021","2021/06/28","PMC8243142","","10.1177/23312165211014137"
"34193555","Loss of miR-183/96 Alters Synaptic Strength via Presynaptic and Postsynaptic Mechanisms at a Central Synapse","Krohs C, Körber C, Ebbers L, Altaf F, Hollje G, Hoppe S, Dörflinger Y, Prosser HM, Nothwang HG.","J Neurosci. 2021 Aug 11;41(32):6796-6811. doi: 10.1523/JNEUROSCI.0139-20.2021. Epub 2021 Jun 30.","Krohs C","J Neurosci","2021","2021/07/01","PMC8360680","","10.1523/JNEUROSCI.0139-20.2021"
"34733152","Synaptic Release Potentiation at Aging Auditory Ribbon Synapses","Peineau T, Belleudy S, Pietropaolo S, Bouleau Y, Dulon D.","Front Aging Neurosci. 2021 Oct 18;13:756449. doi: 10.3389/fnagi.2021.756449. eCollection 2021.","Peineau T","Front Aging Neurosci","2021","2021/11/04","PMC8558230","","10.3389/fnagi.2021.756449"
"34026762","N-Terminus of GRXCR2 Interacts With CLIC5 and Is Essential for Auditory Perception","Li J, Liu C, Zhao B.","Front Cell Dev Biol. 2021 May 5;9:671364. doi: 10.3389/fcell.2021.671364. eCollection 2021.","Li J","Front Cell Dev Biol","2021","2021/05/24","PMC8131845","","10.3389/fcell.2021.671364"
"27708577","Neuroanatomical Alterations in Tinnitus Assessed with Magnetic Resonance Imaging","Allan TW, Besle J, Langers DR, Davies J, Hall DA, Palmer AR, Adjamian P.","Front Aging Neurosci. 2016 Sep 21;8:221. doi: 10.3389/fnagi.2016.00221. eCollection 2016.","Allan TW","Front Aging Neurosci","2016","2016/10/07","PMC5030287","","10.3389/fnagi.2016.00221"
"32960175","Effectiveness of a Web-Based SUpport PRogram (SUPR) for Hearing Aid Users Aged 50+: Two-Arm, Cluster Randomized Controlled Trial","Meijerink JF, Pronk M, Lissenberg-Witte BI, Jansen V, Kramer SE.","J Med Internet Res. 2020 Sep 22;22(9):e17927. doi: 10.2196/17927.","Meijerink JF","J Med Internet Res","2020","2020/09/22","PMC7539169","","10.2196/17927"
"35153717","Intrinsic Brain Activity of Inferior Temporal Region Increased in Prodromal Alzheimer's Disease With Hearing Loss","Hong L, Zeng Q, Li K, Luo X, Xu X, Liu X, Li Z, Fu Y, Wang Y, Zhang T, Chen Y, Liu Z, Huang P, Zhang M.","Front Aging Neurosci. 2022 Jan 28;13:772136. doi: 10.3389/fnagi.2021.772136. eCollection 2021.","Hong L","Front Aging Neurosci","2022","2022/02/14","PMC8831745","","10.3389/fnagi.2021.772136"
"29167904","Prevalence, Characteristics, and Treatment Patterns of Hearing Difficulty in the United States","Mahboubi H, Lin HW, Bhattacharyya N.","JAMA Otolaryngol Head Neck Surg. 2018 Jan 1;144(1):65-70. doi: 10.1001/jamaoto.2017.2223.","Mahboubi H","JAMA Otolaryngol Head Neck Surg","2018","2017/11/24","PMC5833589","","10.1001/jamaoto.2017.2223"
"25682928","Resolving the structure of inner ear ribbon synapses with STED microscopy","Rutherford MA.","Synapse. 2015 May;69(5):242-55. doi: 10.1002/syn.21812. Epub 2015 Mar 11.","Rutherford MA","Synapse","2015","2015/02/17","","","10.1002/syn.21812"
"31434166","A novel mutation in PRPS1 causes X-linked Charcot-Marie-Tooth disease-5","Meng L, Wang K, Lv H, Wang Z, Zhang W, Yuan Y.","Neuropathology. 2019 Oct;39(5):342-347. doi: 10.1111/neup.12589. Epub 2019 Aug 21.","Meng L","Neuropathology","2019","2019/08/22","","","10.1111/neup.12589"
"37415992","A Rare Case of Angiolymphoid Hyperplasia With Eosinophilia With a New Effective Treatment","Hasan U, Ahmed N, Malik T, Shah SA, Subhan U.","Cureus. 2023 Jun 5;15(6):e39966. doi: 10.7759/cureus.39966. eCollection 2023 Jun.","Hasan U","Cureus","2023","2023/07/07","PMC10320733","","10.7759/cureus.39966"
"28900873","Numerical analysis of intracochlear mechanical auditory stimulation using piezoelectric bending actuators","Schurzig D, Schwarzendahl S, Wallaschek J, van Drunen WJ, Rau TS, Lenarz T, Majdani O.","Med Biol Eng Comput. 2018 May;56(5):733-747. doi: 10.1007/s11517-017-1720-0. Epub 2017 Sep 13.","Schurzig D","Med Biol Eng Comput","2018","2017/09/14","","","10.1007/s11517-017-1720-0"
"30575790","The microRNA-183/96/182 Cluster is Essential for Stereociliary Bundle Formation and Function of Cochlear Sensory Hair Cells","Geng R, Furness DN, Muraleedharan CK, Zhang J, Dabdoub A, Lin V, Xu S.","Sci Rep. 2018 Dec 21;8(1):18022. doi: 10.1038/s41598-018-36894-z.","Geng R","Sci Rep","2018","2018/12/22","PMC6303392","","10.1038/s41598-018-36894-z"
"34760891","Tlr2/4 Double Knockout Attenuates the Degeneration of Primary Auditory Neurons: Potential Mechanisms From Transcriptomic Perspectives","Wang Q, Shen Y, Pan Y, Chen K, Ding R, Zou T, Zhang A, Guo D, Ji P, Fan C, Mei L, Hu H, Ye B, Xiang M.","Front Cell Dev Biol. 2021 Oct 25;9:750271. doi: 10.3389/fcell.2021.750271. eCollection 2021.","Wang Q","Front Cell Dev Biol","2021","2021/11/11","PMC8573328","","10.3389/fcell.2021.750271"
"28659836","A Deficit in Movement-Derived Sentences in German-Speaking Hearing-Impaired Children","Ruigendijk E, Friedmann N.","Front Psychol. 2017 Jun 13;8:689. doi: 10.3389/fpsyg.2017.00689. eCollection 2017.","Ruigendijk E","Front Psychol","2017","2017/06/30","PMC5468451","","10.3389/fpsyg.2017.00689"
"31321879","Proteostasis is essential during cochlear development for neuron survival and hair cell polarity","Freeman S, Mateo Sánchez S, Pouyo R, Van Lerberghe PB, Hanon K, Thelen N, Thiry M, Morelli G, Van Hees L, Laguesse S, Chariot A, Nguyen L, Delacroix L, Malgrange B.","EMBO Rep. 2019 Sep;20(9):e47097. doi: 10.15252/embr.201847097. Epub 2019 Jul 19.","Freeman S","EMBO Rep","2019","2019/07/20","PMC6726910","","10.15252/embr.201847097"
"38613359","Remixing Preferences for Western Instrumental Classical Music of Bilateral Cochlear Implant Users","Althoff J, Gajecki T, Nogueira W.","Trends Hear. 2024 Jan-Dec;28:23312165241245219. doi: 10.1177/23312165241245219.","Althoff J","Trends Hear","2024","2024/04/13","","","10.1177/23312165241245219"
"34012383","A Recurrent Variant in POLR1B, c.3007C>T; p.Arg1003Cys, Associated with Atresia of the External Canal and Microtia in Treacher Collins Syndrome Type 4","Enomoto Y, Tsurusaki Y, Tominaga M, Kobayashi S, Inoue M, Fujita K, Kumaki T, Murakami H, Kurosawa K.","Mol Syndromol. 2021 Apr;12(2):127-132. doi: 10.1159/000513224. Epub 2021 Mar 2.","Enomoto Y","Mol Syndromol","2021","2021/05/20","PMC8114036","","10.1159/000513224"
"38435800","Digital accessibility in the era of artificial intelligence-Bibliometric analysis and systematic review","Chemnad K, Othman A.","Front Artif Intell. 2024 Feb 16;7:1349668. doi: 10.3389/frai.2024.1349668. eCollection 2024.","Chemnad K","Front Artif Intell","2024","2024/03/04","PMC10905618","","10.3389/frai.2024.1349668"
"34713188","Bayesian Pure-Tone Audiometry Through Active Learning Under Informed Priors","Cox M, de Vries B.","Front Digit Health. 2021 Aug 13;3:723348. doi: 10.3389/fdgth.2021.723348. eCollection 2021.","Cox M","Front Digit Health","2021","2021/10/29","PMC8521968","","10.3389/fdgth.2021.723348"
"38226489","Prevalence of Scarpa's ganglion enhancement on high-resolution MRI imaging","Siminski C, Benson JC, Carlson ML, Lane JI.","Neuroradiol J. 2024 Jan 16:19714009231224415. doi: 10.1177/19714009231224415. Online ahead of print.","Siminski C","Neuroradiol J","2024","2024/01/16","","","10.1177/19714009231224415"
"35911617","Editorial: Digital hearing healthcare","Meng Q, Chen J, Zhang C, Wasmann JA, Barbour DL, Zeng FG.","Front Digit Health. 2022 Jul 13;4:959761. doi: 10.3389/fdgth.2022.959761. eCollection 2022.","Meng Q","Front Digit Health","2022","2022/08/01","PMC9326398","","10.3389/fdgth.2022.959761"
"15995498","Frequency map variations in squirrel monkey primary auditory cortex","Cheung SW.","Laryngoscope. 2005 Jul;115(7):1136-44. doi: 10.1097/01.MLG.0000165369.65046.CD.","Cheung SW","Laryngoscope","2005","2005/07/05","","","10.1097/01.MLG.0000165369.65046.CD"
"38235232","Benchmarking cEEGrid and Solid Gel-Based Electrodes to Classify Inattentional Deafness in a Flight Simulator","Somon B, Giebeler Y, Darmet L, Dehais F.","Front Neuroergon. 2022 Jan 6;2:802486. doi: 10.3389/fnrgo.2021.802486. eCollection 2021.","Somon B","Front Neuroergon","2022","2024/01/18","PMC10790867","","10.3389/fnrgo.2021.802486"
"22996158","Mannitol protects hair cells against tumor necrosis factor α-induced loss","Infante EB, Channer GA, Telischi FF, Gupta C, Dinh JT, Vu L, Eshraghi AA, Van De Water TR.","Otol Neurotol. 2012 Dec;33(9):1656-63. doi: 10.1097/MAO.0b013e31826bedd9.","Infante EB","Otol Neurotol","2012","2012/09/22","","","10.1097/MAO.0b013e31826bedd9"
"35494799","Recognition of Urdu sign language: a systematic review of the machine learning classification","Zahid H, Rashid M, Hussain S, Azim F, Syed SA, Saad A.","PeerJ Comput Sci. 2022 Feb 18;8:e883. doi: 10.7717/peerj-cs.883. eCollection 2022.","Zahid H","PeerJ Comput Sci","2022","2022/05/02","PMC9044266","","10.7717/peerj-cs.883"
"34315027","Sensitivity to interaural time differences in the inferior colliculus of cochlear implanted rats with or without hearing experience","Buck AN, Rosskothen-Kuhl N, Schnupp JW.","Hear Res. 2021 Sep 1;408:108305. doi: 10.1016/j.heares.2021.108305. Epub 2021 Jul 9.","Buck AN","Hear Res","2021","2021/07/27","","","10.1016/j.heares.2021.108305"
"38313270","Fast inhibition slows and desynchronizes mouse auditory efferent neuron activity","Fischl M, Pederson A, Voglewede R, Cheng H, Drew J, Cadenas LT, Weisz CJC.","bioRxiv [Preprint]. 2024 Jan 23:2023.12.21.572886. doi: 10.1101/2023.12.21.572886.","Fischl M","bioRxiv","2024","2024/02/05","PMC10836066","","10.1101/2023.12.21.572886"
"32251970","Loss of inner hair cell ribbon synapses and auditory nerve fiber regression in Cldn14 knockout mice","Claußen M, Schulze J, Nothwang HG.","Hear Res. 2020 Jun;391:107950. doi: 10.1016/j.heares.2020.107950. Epub 2020 Mar 16.","Claußen M","Hear Res","2020","2020/04/07","","","10.1016/j.heares.2020.107950"
"19774072","Genomic analysis of the function of the transcription factor gata3 during development of the mammalian inner ear","Milo M, Cacciabue-Rivolta D, Kneebone A, Van Doorninck H, Johnson C, Lawoko-Kerali G, Niranjan M, Rivolta M, Holley M.","PLoS One. 2009 Sep 23;4(9):e7144. doi: 10.1371/journal.pone.0007144.","Milo M","PLoS One","2009","2009/09/24","PMC2742898","","10.1371/journal.pone.0007144"
"27933290","Validation of a Cochlear Implant Patient-Specific Model of the Voltage Distribution in a Clinical Setting","Nogueira W, Schurzig D, Büchner A, Penninger RT, Würfel W.","Front Bioeng Biotechnol. 2016 Nov 23;4:84. doi: 10.3389/fbioe.2016.00084. eCollection 2016.","Nogueira W","Front Bioeng Biotechnol","2016","2016/12/10","PMC5120131","","10.3389/fbioe.2016.00084"
"33931179","Altered brain responses to emotional facial expressions in tinnitus patients","Rosengarth K, Kleinjung T, Langguth B, Landgrebe M, Lohaus F, Greenlee MW, Hajak G, Schmidt NO, Schecklmann M.","Prog Brain Res. 2021;262:189-207. doi: 10.1016/bs.pbr.2021.01.026. Epub 2021 Mar 10.","Rosengarth K","Prog Brain Res","2021","2021/05/01","","","10.1016/bs.pbr.2021.01.026"
"20478259","Mechanosensitive hair cell-like cells from embryonic and induced pluripotent stem cells","Oshima K, Shin K, Diensthuber M, Peng AW, Ricci AJ, Heller S.","Cell. 2010 May 14;141(4):704-16. doi: 10.1016/j.cell.2010.03.035.","Oshima K","Cell","2010","2010/05/19","PMC2873974","NIHMS193334","10.1016/j.cell.2010.03.035"
"38564333","BAI1 localizes AMPA receptors at the cochlear afferent post-synaptic density and is essential for hearing","Carlton AJ, Jeng JY, Grandi FC, De Faveri F, Amariutei AE, De Tomasi L, O'Connor A, Johnson SL, Furness DN, Brown SDM, Ceriani F, Bowl MR, Mustapha M, Marcotti W.","Cell Rep. 2024 Apr 1;43(4):114025. doi: 10.1016/j.celrep.2024.114025. Online ahead of print.","Carlton AJ","Cell Rep","2024","2024/04/02","","","10.1016/j.celrep.2024.114025"
"23136997","Analysis of miR-376 RNA cluster members in the mouse inner ear","Yan D, Xing Y, Ouyang X, Zhu J, Chen ZY, Lang H, Liu XZ.","Int J Exp Pathol. 2012 Dec;93(6):450-7. doi: 10.1111/j.1365-2613.2012.00840.x.","Yan D","Int J Exp Pathol","2012","2012/11/10","PMC3521901","","10.1111/j.1365-2613.2012.00840.x"
"34307641","A Machine Learning Based Clustering Protocol for Determining Hearing Aid Initial Configurations from Pure-Tone Audiograms","Belitz C, Ali H, Hansen JHL.","Interspeech. 2019 Sep;2019:2325-2329. doi: 10.21437/interspeech.2019-3091.","Belitz C","Interspeech","2019","2021/07/26","PMC8299699","NIHMS1579927","10.21437/interspeech.2019-3091"
"38516320","In Silico Localization of Perilymph Proteins Enriched in Meńier̀e Disease Using Mammalian Cochlear Single-cell Transcriptomics","Arambula AM, Gu S, Warnecke A, Schmitt HA, Staecker H, Hoa M.","Otol Neurotol Open. 2023 Mar 9;3(1):e027. doi: 10.1097/ONO.0000000000000027. eCollection 2023 Mar.","Arambula AM","Otol Neurotol Open","2023","2024/03/22","PMC10950140","","10.1097/ONO.0000000000000027"
"14744285","Functional anatomy of the human cochlear nerve and its role in microvascular decompressions for tinnitus","De Ridder D, Ryu H, Møller AR, Nowé V, Van de Heyning P, Verlooy J.","Neurosurgery. 2004 Feb;54(2):381-8; discussion 388-90. doi: 10.1227/01.neu.0000103420.53487.79.","De Ridder D","Neurosurgery","2004","2004/01/28","","","10.1227/01.neu.0000103420.53487.79"
"23935981","Lineage analysis of the late otocyst stage mouse inner ear by transuterine microinjection of a retroviral vector encoding alkaline phosphatase and an oligonucleotide library","Jiang H, Wang L, Beier KT, Cepko CL, Fekete DM, Brigande JV.","PLoS One. 2013 Jul 25;8(7):e69314. doi: 10.1371/journal.pone.0069314. Print 2013.","Jiang H","PLoS One","2013","2013/08/13","PMC3723842","","10.1371/journal.pone.0069314"
"37564369","Deep intracochlear injection of triamcinolone-acetonide with an inner ear catheter in patients with residual hearing","Prenzler NK, Salcher R, Lenarz T, Gaertner L, Lesinski-Schiedat A, Warnecke A.","Front Neurosci. 2023 Jul 26;17:1202429. doi: 10.3389/fnins.2023.1202429. eCollection 2023.","Prenzler NK","Front Neurosci","2023","2023/08/11","PMC10410142","","10.3389/fnins.2023.1202429"
"33842516","Audiometric Phenotypes of Noise-Induced Hearing Loss by Data-Driven Cluster Analysis and Their Relevant Characteristics","Wang Q, Qian M, Yang L, Shi J, Hong Y, Han K, Li C, Lin J, Huang Z, Wu H.","Front Med (Lausanne). 2021 Mar 25;8:662045. doi: 10.3389/fmed.2021.662045. eCollection 2021.","Wang Q","Front Med (Lausanne)","2021","2021/04/12","PMC8027076","","10.3389/fmed.2021.662045"
"24244077","Increases in Spontaneous Activity in the Dorsal Cochlear Nucleus Following Exposure to High Intensity Sound: A Possible Neural Correlate of Tinnitus","Kaltenbach JA, McCaslin DL.","Audit Neurosci. 1996;3(1):57-78.","Kaltenbach JA","Audit Neurosci","1996","2013/11/19","PMC3826462","NIHMS405235",""
"34120838","An event-related brain potential study of auditory attention in cochlear implant users","Schierholz I, Schönermark C, Ruigendijk E, Kral A, Kopp B, Büchner A.","Clin Neurophysiol. 2021 Sep;132(9):2290-2305. doi: 10.1016/j.clinph.2021.03.055. Epub 2021 May 20.","Schierholz I","Clin Neurophysiol","2021","2021/06/14","","","10.1016/j.clinph.2021.03.055"
"28392756","Brain Metabolic Changes in Rats following Acoustic Trauma","He J, Zhu Y, Aa J, Smith PF, De Ridder D, Wang G, Zheng Y.","Front Neurosci. 2017 Mar 24;11:148. doi: 10.3389/fnins.2017.00148. eCollection 2017.","He J","Front Neurosci","2017","2017/04/11","PMC5364180","","10.3389/fnins.2017.00148"
"35875851","Conversation success in one-to-one and group conversation: a group concept mapping study of adults with normal and impaired hearing","Nicoras R, Gotowiec S, Hadley LV, Smeds K, Naylor G.","Int J Audiol. 2023 Sep;62(9):868-876. doi: 10.1080/14992027.2022.2095538. Epub 2022 Jul 23.","Nicoras R","Int J Audiol","2023","2022/07/25","","","10.1080/14992027.2022.2095538"
"38185991","Neural response properties predict perceived contents and locations elicited by intracranial electrical stimulation of human auditory cortex","Wang Q, Luo L, Xu N, Wang J, Yang R, Chen G, Ren J, Luan G, Fang F.","Cereb Cortex. 2024 Jan 31;34(2):bhad517. doi: 10.1093/cercor/bhad517.","Wang Q","Cereb Cortex","2024","2024/01/08","","","10.1093/cercor/bhad517"
